No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
151,EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,USA,34594.23,33.78,125.16,-0.78%,1990974,19.1,10.07,4.69,4.57,13.55,36.11,-3.80%,8.73%,-2.20%,3.35%,7.60%,0.61%,7.80%,13.60%,8.80%,1.2,1.2,0.25,0.25,76.40%,20.60%,14.10%,1/31/2023 4:30:00 PM,276.0,272.61,0.20%,-10.91%,94.00%,-0.25%,1.52%,1.59,2602.52,5.09%,11.47%,0.38%,2.03%,-0.56%,2.44%,1.74%,1.64%,2.2,0.77,0.86,1.95,7.70%,8.29%,1.46%,-12.35%,15.32%,72.31,-0.51%,-0.28%
152,EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,USA,23542.18,,43.57,-0.64%,3629603,9.62,,2.4,4.59,3.17,17.89,-700.70%,9.87%,-25.90%,5.15%,-0.30%,2.30%,-6.10%,-22.80%,19.10%,2.2,2.2,1.5,1.72,72.60%,24.00%,-13.00%,2/22/2023 4:30:00 PM,543.0,533.61,0.10%,-9.82%,90.00%,-1.04%,2.59%,2.84,4874.68,-0.77%,-1.56%,1.09%,11.38%,-22.75%,5.06%,1.44%,2.21%,2.7,0.74,1.35,0.94,1.78%,-4.98%,-0.75%,-22.51%,21.30%,47.28,-0.05%,-0.59%
153,ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,USA,47284.01,43.83,167.04,0.57%,1102448,28.75,3.59,3.33,6.57,78.99,100.01,-2.50%,17.25%,-3.60%,12.23%,0.50%,1.27%,5.20%,15.30%,8.70%,1.3,0.9,1.12,1.19,38.20%,11.40%,7.70%,5/2/2023 8:30:00 AM,284.6,283.63,0.10%,-1.26%,90.80%,1.13%,0.64%,1.51,1200.82,2.30%,4.57%,15.34%,10.39%,-7.30%,14.76%,1.54%,1.90%,2.5,0.92,1.0,3.11,4.33%,5.85%,7.67%,-9.95%,27.47%,65.23,1.18%,-0.60%
154,ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,USA,34127.83,21.2,98.97,0.47%,1578578,19.02,3.46,2.18,1.7,26.62,12.27,21.10%,7.03%,2.60%,6.12%,5.40%,3.27%,2.50%,8.10%,4.80%,1.1,1.1,0.97,1.15,76.20%,16.80%,10.60%,2/16/2023 4:30:00 PM,354.8,345.92,0.10%,0.52%,68.20%,0.87%,2.72%,5.0,1879.17,4.49%,7.94%,3.86%,14.68%,2.93%,3.84%,1.60%,2.19%,3.3,0.84,0.36,1.93,4.77%,6.21%,5.62%,-3.17%,26.72%,65.66,-0.03%,0.50%
155,EFX,Equifax Inc.,Industrials,Consulting Services,USA,24570.89,34.8,196.41,-1.50%,791730,21.59,2.75,4.8,6.09,86.15,,-6.20%,27.04%,4.90%,12.65%,8.80%,0.79%,6.10%,18.10%,8.50%,0.7,0.7,1.22,1.46,57.50%,20.60%,13.60%,4/19/2023 4:30:00 PM,122.7,121.93,0.10%,-24.42%,96.90%,0.32%,3.42%,5.23,797.27,-1.64%,-1.77%,-0.85%,9.13%,-15.29%,1.05%,1.75%,2.34%,2.4,0.99,1.45,4.67,-1.22%,-4.93%,0.70%,-16.11%,34.55%,42.22,-1.05%,-0.45%
156,EIX,Edison International,Utilities,Utilities - Regulated Electric,USA,27648.99,45.55,72.56,0.42%,1349796,14.2,6.51,1.61,2.03,30.25,,-20.00%,8.13%,-12.70%,7.00%,6.90%,4.07%,0.90%,4.90%,3.60%,0.7,0.6,1.98,2.32,63.00%,8.60%,3.90%,5/2/2023 4:30:00 PM,382.63,382.22,0.10%,-5.79%,90.40%,0.70%,2.23%,4.07,2094.58,3.66%,6.25%,11.82%,20.75%,3.23%,14.05%,1.85%,2.37%,2.6,0.64,0.81,1.52,5.77%,6.92%,11.65%,-1.04%,33.26%,66.66,0.08%,0.33%
157,EL,The Estee Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,USA,85529.08,58.49,241.26,0.76%,1171472,33.01,7.82,5.23,14.62,22.96,1357.6,-16.00%,47.39%,14.40%,7.48%,8.40%,1.09%,7.20%,25.80%,23.10%,1.7,1.1,0.87,0.91,73.90%,12.40%,9.10%,5/3/2023 8:30:00 AM,357.7,230.07,0.20%,-4.51%,91.30%,-0.57%,1.10%,1.78,1427.8,-2.21%,-2.91%,-7.62%,6.64%,-11.52%,-2.76%,2.12%,2.21%,2.1,0.82,1.01,5.49,0.37%,-3.61%,-1.42%,-15.58%,29.38%,46.16,0.26%,0.50%
158,ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,USA,115000.32,19.51,483.54,-0.24%,815898,13.07,1.51,0.73,3.18,15.57,19.11,0.30%,12.80%,19.40%,12.90%,11.70%,1.22%,5.90%,16.70%,11.40%,,,0.62,0.66,,5.50%,3.80%,4/19/2023 8:30:00 AM,238.5,236.46,0.10%,-6.82%,92.80%,0.08%,0.88%,1.83,1136.03,5.36%,3.61%,2.23%,0.99%,-2.27%,-5.74%,1.86%,2.36%,1.8,0.72,0.84,10.68,4.44%,1.78%,-0.65%,-12.01%,9.89%,59.93,-0.66%,0.43%
159,EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,USA,9757.73,12.86,80.93,-1.18%,948261,9.14,2.39,0.92,1.87,19.79,16.79,1.60%,13.13%,-2.40%,5.38%,2.10%,3.90%,5.30%,14.60%,9.50%,1.2,0.6,0.78,1.0,20.20%,11.00%,7.50%,4/27/2023 4:30:00 PM,119.3,118.11,0.69%,-0.23%,87.80%,-2.96%,1.63%,1.85,1041.81,-2.31%,-4.21%,-5.55%,5.68%,-26.41%,-0.63%,2.17%,2.88%,2.5,0.91,1.52,2.31,-0.60%,-4.63%,-5.48%,-28.60%,15.76%,44.8,-0.74%,-0.45%
160,EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,USA,47477.67,18.59,83.3,0.25%,2964922,18.49,1.86,2.56,4.53,20.91,42.35,41.60%,10.60%,16.20%,10.00%,5.20%,2.50%,13.50%,44.50%,11.90%,1.1,0.9,0.76,0.93,43.10%,16.50%,25.20%,2/8/2023 8:30:00 AM,583.6,565.69,0.20%,-8.31%,76.10%,-0.28%,1.13%,1.77,3605.91,-2.68%,-2.71%,-12.33%,4.43%,-13.73%,-13.28%,2.29%,2.17%,2.4,0.82,1.39,1.93,-0.19%,-2.39%,-3.67%,-16.41%,15.05%,45.89,0.58%,-0.32%
161,ENPH,"Enphase Energy, Inc.",Technology,Solar,USA,26323.62,69.76,191.0,-1.38%,2898503,26.02,3.48,11.29,31.52,16.32,37.69,170.30%,35.15%,86.70%,20.05%,52.10%,,15.20%,71.70%,18.60%,3.5,3.3,1.45,1.56,41.80%,19.20%,17.00%,2/7/2023 4:30:00 PM,136.23,132.66,1.20%,-11.42%,81.20%,8.18%,4.17%,1.29,4268.54,-6.95%,-12.51%,-20.54%,-26.99%,-9.58%,-27.91%,4.49%,5.59%,2.1,0.68,1.54,10.87,-5.72%,-8.79%,-25.36%,-43.81%,48.44%,40.35,-0.16%,-1.22%
162,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,70744.63,9.03,119.37,-0.83%,2842728,9.18,31.7,2.76,2.81,11.85,12.71,65.50%,6.12%,82.00%,0.28%,17.80%,2.76%,19.60%,33.60%,26.20%,1.9,1.7,0.15,0.2,63.10%,38.90%,30.30%,5/5/2023 8:30:00 AM,587.72,585.05,0.30%,-0.04%,89.00%,-0.43%,1.17%,1.72,4002.12,5.13%,2.24%,-3.14%,-3.31%,6.18%,-6.98%,2.32%,3.43%,1.9,0.71,1.52,3.77,8.46%,1.04%,-0.03%,-19.20%,33.91%,58.66,-0.24%,-0.59%
163,EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,USA,16295.06,40.44,286.28,1.33%,363341,20.43,2.5,3.38,5.49,9.36,42.6,-13.10%,24.33%,21.50%,16.20%,27.20%,,11.30%,15.30%,16.00%,3.7,3.7,0.01,0.01,31.90%,11.90%,8.70%,5/5/2023 8:30:00 AM,57.58,55.71,2.20%,-0.08%,96.60%,3.00%,1.36%,1.68,449.79,-2.52%,-6.64%,-8.68%,-22.87%,1.38%,-12.65%,2.65%,2.97%,1.8,0.81,1.57,9.23,0.61%,-9.41%,-17.32%,-38.17%,9.82%,44.3,1.78%,-0.45%
164,EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,USA,65305.14,92.67,711.23,1.05%,272740,67.99,5.25,8.99,5.72,,,38.60%,21.05%,68.00%,17.65%,10.70%,1.92%,2.40%,6.40%,4.10%,1.8,1.8,1.29,1.31,48.30%,16.50%,9.70%,5/3/2023 4:30:00 PM,92.57,92.25,0.10%,-37.95%,96.50%,0.72%,1.62%,3.71,403.1,1.31%,2.48%,7.66%,22.96%,-6.71%,8.58%,2.19%,2.31%,2.0,0.68,0.63,16.2,2.99%,0.81%,7.90%,-8.39%,43.71%,55.84,0.85%,0.21%
165,EQR,Equity Residential,Real Estate,REIT - Residential,USA,22568.74,29.08,60.14,0.89%,1054552,35.27,1.87,8.25,2.04,418.71,43.49,-42.00%,9.29%,4.80%,15.51%,2.00%,4.41%,3.80%,7.10%,6.00%,,,0.66,0.67,64.10%,40.80%,28.30%,4/25/2023 4:30:00 PM,377.71,371.23,1.72%,-1.28%,93.10%,-0.47%,1.70%,2.74,2299.82,2.75%,-2.91%,4.65%,-9.60%,-33.77%,1.93%,2.00%,2.36%,2.7,0.46,0.83,1.37,3.26%,-2.38%,-9.14%,-36.24%,10.15%,53.83,0.20%,0.69%
166,EQT,EQT Corporation,Energy,Oil & Gas E&P,USA,11747.57,9.77,32.12,-1.47%,5491046,6.13,0.34,1.57,1.05,8.05,6.31,223.20%,98.60%,47.00%,29.11%,19.40%,1.87%,7.90%,18.60%,12.00%,1.1,1.1,0.47,0.51,67.80%,,23.60%,2/15/2023 4:30:00 PM,366.27,358.63,0.20%,-22.09%,99.20%,1.75%,4.92%,2.53,6966.46,2.65%,-0.12%,0.12%,-29.16%,-11.34%,-5.05%,3.57%,4.41%,2.1,0.79,1.17,1.32,4.51%,1.83%,-16.32%,-38.20%,14.29%,54.1,-0.50%,-0.98%
167,ES,Eversource Energy,Utilities,Utilities - Regulated Electric,USA,28075.25,19.97,80.82,0.37%,1175874,17.3,2.98,2.3,1.82,74.95,,14.20%,7.01%,5.40%,6.70%,9.50%,3.34%,2.80%,9.30%,4.50%,0.6,0.6,1.3,1.49,,18.00%,11.50%,2/13/2023 4:30:00 PM,348.79,347.02,0.10%,-1.54%,82.00%,0.33%,1.27%,2.44,1803.58,3.47%,7.88%,-3.50%,2.43%,-10.29%,-3.60%,1.77%,2.34%,2.4,0.65,0.48,1.7,6.14%,4.05%,-1.63%,-14.59%,14.57%,64.7,-0.33%,0.71%
168,ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,USA,13500.96,33.38,209.74,0.14%,382144,35.19,4.23,8.4,2.37,405.43,34.81,-16.40%,8.96%,-0.90%,7.90%,3.30%,4.41%,3.20%,7.00%,,,,1.04,1.04,70.90%,37.00%,25.40%,4/27/2023 4:30:00 PM,64.72,63.98,1.19%,0.13%,97.50%,0.32%,2.29%,2.69,545.62,2.72%,-9.75%,1.87%,-11.26%,-39.90%,-1.03%,1.89%,2.56%,2.8,0.7,0.76,4.95,0.88%,-5.20%,-11.64%,-42.28%,7.54%,47.16,-0.60%,0.74%
169,ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,63151.56,25.44,156.25,-1.40%,2653185,17.1,2.88,3.04,3.65,113.79,99.29,15.10%,10.39%,-1.20%,8.83%,0.30%,2.20%,7.00%,14.90%,10.20%,1.4,0.8,0.49,0.51,33.20%,14.70%,11.90%,2/8/2023 8:30:00 AM,398.1,396.2,0.20%,-9.71%,85.10%,0.19%,1.32%,2.55,2048.92,-7.59%,-11.83%,-0.60%,8.13%,6.58%,-0.45%,2.69%,2.60%,2.2,1.29,1.12,4.16,-5.96%,-7.16%,2.62%,-12.59%,27.55%,35.59,-0.98%,-0.42%
170,ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,USA,23451.29,20.61,110.97,0.36%,917114,15.41,3.12,1.7,1.78,104.6,13.46,-3.10%,7.33%,-0.10%,6.60%,4.40%,3.86%,1.90%,9.10%,5.30%,0.6,0.4,1.82,2.06,87.50%,14.90%,8.00%,2/16/2023 8:30:00 AM,208.02,202.71,0.10%,-6.46%,92.70%,0.49%,1.02%,1.45,1421.9,3.73%,6.95%,7.05%,5.78%,-8.52%,-1.36%,1.64%,2.18%,2.1,0.64,0.64,2.22,5.99%,4.84%,0.75%,-12.49%,16.88%,64.88,-0.46%,0.82%
171,ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,USA,13121.97,,104.06,-1.15%,3120459,31.45,,5.11,,11.2,19.38,-262.00%,27.61%,59.30%,16.00%,42.20%,,-22.30%,,-37.30%,2.4,2.4,,,71.00%,-25.70%,-27.10%,2/22/2023 4:30:00 PM,126.16,122.92,0.60%,-35.48%,,-3.55%,12.43%,4.68,3264.63,-4.34%,-8.06%,-12.96%,-7.36%,-20.08%,-13.12%,4.09%,4.18%,2.4,0.96,1.99,4.97,-2.96%,-14.58%,-6.93%,-30.59%,55.29%,38.39,0.10%,-1.24%
172,EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,USA,14498.47,19.38,63.29,0.22%,2094955,15.93,7.26,2.47,1.53,575.34,,-14.70%,8.91%,7.50%,2.67%,17.90%,3.87%,2.60%,8.00%,5.70%,0.5,0.3,1.05,1.27,,21.60%,12.80%,2/24/2023 8:30:00 AM,229.9,229.03,0.22%,-4.31%,86.30%,0.13%,1.10%,1.77,1432.43,4.70%,7.64%,0.48%,5.20%,-8.38%,0.57%,1.97%,2.24%,2.6,1.46,0.49,1.31,6.09%,4.86%,0.83%,-13.45%,16.94%,65.38,-0.60%,0.82%
173,EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,USA,50578.8,34.39,83.88,0.52%,1594874,29.42,3.85,9.4,8.86,41.62,51.95,2.40%,13.22%,12.50%,8.93%,9.40%,,18.00%,25.60%,23.50%,3.0,2.2,0.1,0.1,80.00%,32.50%,28.30%,4/26/2023 4:30:00 PM,613.0,602.89,0.10%,-28.08%,84.90%,-0.08%,2.81%,4.78,3541.35,2.83%,8.55%,11.57%,-4.07%,-30.23%,12.42%,1.44%,2.34%,2.4,0.45,1.01,1.75,4.46%,5.91%,-0.67%,-36.02%,24.95%,62.68,0.55%,-0.04%
174,EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,USA,42685.38,20.7,43.06,0.30%,8745467,17.19,1.29,2.24,1.73,104.88,,36.50%,5.79%,-12.20%,16.00%,-10.70%,3.34%,2.30%,9.00%,4.60%,0.7,0.6,1.44,1.62,66.90%,17.40%,11.40%,2/14/2023 8:30:00 AM,995.0,991.34,0.20%,-0.30%,83.90%,0.36%,1.35%,1.83,7323.94,3.88%,4.39%,0.65%,11.27%,-9.92%,-0.39%,1.62%,2.32%,2.2,1.19,0.54,0.89,4.56%,4.22%,2.82%,-15.09%,22.38%,63.58,-0.39%,0.70%
175,EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,USA,16315.55,12.79,105.35,-0.27%,1280047,20.5,,0.96,5.33,8.02,8.41,-0.10%,-6.27%,27.20%,,19.80%,1.27%,19.70%,38.90%,43.40%,2.2,2.2,0.0,0.0,26.30%,10.70%,8.00%,5/2/2023 8:30:00 AM,157.21,153.32,0.20%,-11.36%,98.60%,0.02%,5.81%,6.26,1423.63,-1.60%,-4.98%,0.41%,16.06%,8.15%,1.38%,2.33%,2.50%,3.3,0.9,0.99,2.53,-1.06%,-3.09%,1.62%,-12.14%,22.39%,44.74,0.10%,-0.37%
176,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,USA,14030.1,43.01,91.7,0.23%,1594436,7.99,1.38,1.2,6.24,3.39,5.05,221.10%,23.64%,-1.30%,31.06%,3.00%,,1.50%,16.50%,11.10%,0.8,0.8,2.73,2.73,85.80%,9.80%,3.00%,2/9/2023 4:30:00 PM,155.39,146.28,0.20%,-2.12%,95.60%,-2.98%,2.64%,1.45,2671.03,-4.61%,-14.48%,-1.40%,-7.36%,-51.85%,4.68%,2.58%,3.24%,2.4,0.6,1.61,3.19,-2.91%,-12.81%,-8.55%,-53.40%,11.30%,38.29,-0.20%,0.43%
177,EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,USA,13610.87,25.4,162.79,1.73%,2199524,25.66,4.23,7.07,6.69,146.51,33.2,3.50%,6.51%,11.60%,6.00%,11.70%,3.98%,7.50%,26.60%,9.60%,,,2.25,2.25,75.60%,54.60%,44.70%,2/22/2023 4:30:00 PM,133.92,82.94,0.10%,-13.85%,99.20%,1.22%,5.81%,3.64,1323.76,2.49%,-0.58%,15.42%,-8.60%,-20.77%,10.61%,2.66%,2.97%,2.5,1.66,0.56,4.84,3.90%,1.97%,-3.50%,-26.79%,16.30%,55.81,1.03%,0.69%
178,F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,USA,49719.49,,12.33,-0.80%,36311958,7.51,,0.31,1.14,1.13,,-111.10%,6.76%,-17.90%,-11.66%,0.20%,4.87%,-0.80%,-4.50%,3.90%,1.2,1.1,2.05,3.21,10.90%,3.90%,-1.30%,5/2/2023 4:30:00 PM,4005.0,3889.81,0.18%,-2.47%,52.90%,0.46%,3.48%,1.91,70715.01,0.33%,-5.01%,5.75%,3.55%,-18.12%,11.39%,2.34%,3.54%,2.8,0.51,1.55,0.4,3.38%,-0.21%,-1.70%,-22.34%,22.09%,53.24,-0.48%,-0.32%
179,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,26249.12,5.68,140.55,-1.70%,1682361,6.33,,2.72,1.66,167.19,5.62,100.00%,6.08%,34.30%,-0.66%,51.60%,6.80%,17.90%,31.60%,24.60%,0.8,0.8,0.42,0.42,84.20%,66.50%,45.00%,5/1/2023 4:30:00 PM,177.64,175.17,0.20%,-0.54%,98.10%,-0.32%,3.45%,2.45,2459.43,5.44%,-1.36%,6.44%,3.30%,10.13%,4.31%,2.64%,3.44%,2.0,0.68,2.02,4.85,6.59%,2.09%,5.28%,-14.78%,41.26%,56.67,-1.33%,-0.38%
180,FAST,Fastenal Company,Industrials,Industrial Distribution,USA,29410.01,27.27,51.48,-0.06%,3076479,24.24,4.31,4.21,9.29,127.81,526.12,17.80%,7.33%,14.50%,6.33%,9.70%,2.72%,23.80%,34.40%,29.60%,4.0,1.8,0.11,0.18,46.10%,20.80%,15.60%,4/13/2023 8:30:00 AM,571.01,569.74,0.10%,-1.31%,79.30%,-0.62%,2.34%,4.02,3320.3,-2.54%,-2.78%,11.19%,6.96%,-13.22%,8.79%,2.48%,2.28%,2.9,0.93,1.18,1.18,-1.85%,-1.55%,2.48%,-13.96%,17.72%,43.71,0.51%,-0.56%
181,FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,USA,57685.61,16.93,40.29,-0.07%,8094296,17.31,,2.53,3.71,7.08,13.61,-17.80%,17.58%,20.60%,-11.10%,6.80%,0.74%,6.90%,22.90%,18.30%,2.5,1.6,0.62,0.68,33.80%,31.00%,15.20%,1/25/2023 8:30:00 AM,1432.0,1421.84,0.60%,-1.00%,79.30%,-0.48%,1.40%,1.53,13005.48,0.22%,-0.62%,1.30%,32.62%,-17.21%,6.20%,2.30%,3.24%,2.4,0.62,2.0,1.34,4.84%,-1.81%,14.98%,-20.96%,63.15%,53.71,0.40%,-0.47%
182,FDS,FactSet Research Systems Inc.,Financial,Financial Data & Stock Exchanges,USA,15405.93,35.21,404.78,0.68%,205111,24.66,2.82,7.67,9.64,32.28,36.98,-1.10%,10.24%,9.50%,12.50%,8.60%,0.88%,11.20%,31.50%,12.90%,2.1,2.1,1.08,1.08,53.60%,28.40%,22.30%,3/23/2023 8:30:00 AM,38.28,38.05,0.10%,-31.01%,92.50%,0.94%,1.15%,1.81,242.18,-1.44%,-0.80%,2.85%,-4.49%,-8.17%,0.89%,2.07%,2.60%,2.8,0.85,0.83,10.4,-0.29%,-2.83%,-3.63%,-14.63%,17.02%,46.63,1.04%,-0.36%
183,FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,USA,57792.9,20.02,232.1,0.94%,3674541,12.58,4.19,0.62,2.36,10.76,56.88,-22.10%,23.46%,5.30%,4.78%,9.20%,2.17%,3.50%,12.10%,11.40%,1.3,1.3,0.81,0.82,68.40%,5.80%,3.20%,3/16/2023 4:30:00 PM,251.0,240.31,0.20%,-3.03%,74.80%,1.76%,2.01%,2.27,2120.64,3.43%,10.77%,28.03%,47.96%,9.98%,34.01%,2.22%,2.53%,2.2,1.73,1.34,5.68,7.61%,10.85%,18.65%,-6.70%,63.54%,70.47,0.47%,0.47%
184,FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,USA,23835.72,58.82,41.7,0.22%,3634967,15.58,106.94,1.91,2.34,148.97,,-68.70%,5.68%,-19.00%,0.55%,2.70%,3.74%,0.90%,4.00%,2.50%,0.6,0.5,2.09,2.13,69.00%,14.50%,3.30%,4/27/2023 4:30:00 PM,572.84,572.37,0.08%,0.00%,89.00%,-0.34%,1.30%,1.88,3958.92,5.36%,5.01%,0.05%,10.41%,-10.59%,-0.57%,1.80%,2.47%,2.4,0.92,0.43,0.89,5.84%,4.65%,5.34%,-14.64%,18.06%,62.95,-0.17%,0.38%
185,FFIV,"F5, Inc.",Technology,Software - Infrastructure,USA,8107.19,29.53,146.71,-0.33%,438735,11.09,3.14,2.99,3.41,12.29,17.11,-1.20%,15.07%,-4.10%,9.40%,5.20%,,5.90%,12.30%,12.10%,1.1,1.1,0.0,0.0,79.30%,14.10%,11.10%,4/19/2023 4:30:00 PM,60.1,54.68,0.50%,-12.84%,,2.88%,3.16%,3.36,514.44,2.41%,1.25%,4.76%,-6.12%,-31.28%,2.23%,1.71%,2.23%,2.7,0.85,1.09,2.98,3.57%,1.66%,-2.12%,-31.64%,9.75%,58.8,0.88%,-1.20%
186,FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,USA,31798.53,,55.43,3.18%,5721699,8.59,,2.19,1.21,,12.55,-12.00%,10.27%,5.75%,2.14%,10.90%,3.75%,-22.10%,-40.30%,-34.80%,0.8,0.8,0.52,0.74,39.30%,,,2/13/2023 8:30:00 AM,592.0,587.96,0.20%,1.28%,93.50%,-2.19%,1.38%,1.21,6720.84,6.25%,-11.90%,-18.71%,-30.36%,-46.48%,-18.31%,2.90%,3.75%,2.2,0.85,0.83,1.97,5.52%,-11.70%,-27.95%,-48.03%,14.12%,49.0,3.36%,-0.17%
187,FISV,"Fiserv, Inc.",Technology,Information Technology Services,USA,70563.45,28.93,113.01,0.60%,2456059,13.5,2.12,3.98,2.32,78.23,22.48,96.60%,14.05%,12.00%,13.63%,25.50%,,3.20%,8.20%,6.10%,1.0,1.0,0.68,0.69,54.90%,21.10%,14.30%,2/7/2023 8:30:00 AM,633.6,626.74,0.50%,-49.68%,92.50%,-0.52%,1.36%,2.36,3617.32,0.01%,-3.47%,13.69%,12.39%,9.36%,11.81%,1.35%,2.43%,2.1,0.68,0.85,2.35,1.56%,0.55%,9.30%,-5.42%,29.85%,52.66,0.60%,0.00%
188,FITB,Fifth Third Bancorp,Financial,Banks - Regional,USA,17487.16,7.79,26.08,1.20%,8323633,6.94,1.61,2.65,1.18,1.43,3.39,-10.40%,3.53%,6.30%,4.84%,8.00%,5.06%,1.10%,14.40%,15.20%,,,0.9,0.9,,76.60%,35.30%,4/20/2023 8:30:00 AM,688.68,678.27,0.10%,6.29%,83.00%,-0.12%,1.69%,1.26,9081.41,-0.91%,-22.59%,-21.28%,-23.52%,-36.75%,-20.51%,3.37%,6.50%,2.0,0.92,1.19,1.36,-1.99%,-19.80%,-22.95%,-37.71%,17.96%,37.05,-1.36%,2.60%
189,FLT,"FLEETCOR Technologies, Inc.",Technology,Software - Infrastructure,USA,15247.87,16.72,207.68,0.10%,267029,10.53,1.22,4.45,6.0,10.62,25.27,24.30%,15.92%,13.70%,13.68%,8.80%,,6.60%,36.80%,11.70%,1.0,1.0,1.86,2.77,,42.20%,27.80%,2/8/2023 4:30:00 PM,73.46,71.54,2.70%,0.00%,93.90%,-5.84%,2.10%,2.48,606.94,1.03%,-0.61%,15.21%,11.03%,-19.03%,13.07%,2.02%,3.08%,1.9,0.44,1.2,6.03,3.29%,0.56%,3.41%,-21.72%,28.44%,53.33,0.33%,-0.23%
190,FMC,FMC Corporation,Basic Materials,Agricultural Inputs,USA,15252.21,17.79,116.92,-4.07%,1595865,13.19,1.85,2.63,4.34,26.66,88.37,5.60%,12.90%,30.80%,9.60%,15.00%,1.98%,6.70%,23.10%,15.00%,1.4,1.0,0.81,0.97,40.10%,19.70%,12.70%,5/1/2023 4:30:00 PM,125.43,124.46,0.40%,-3.26%,92.80%,1.55%,1.07%,1.68,791.23,-3.44%,-8.28%,-3.93%,4.36%,-12.55%,-6.31%,2.03%,2.45%,2.2,2.02,0.83,2.8,-2.30%,-6.59%,-1.18%,-17.07%,19.01%,38.24,-3.01%,-1.09%
191,FOX,Fox Corporation,Communication Services,Entertainment,USA,17316.21,11.3,30.74,-0.90%,755582,13.08,1.23,1.21,1.42,,,,14.60%,,9.20%,,1.63%,,,,,,,,,,,2/8/2023 8:30:00 AM,240.22,136.55,43.16%,-0.03%,54.22%,,1.58%,1.8,1195.65,-0.49%,-3.45%,6.18%,5.09%,-13.53%,8.05%,1.46%,2.12%,,0.63,,0.66,0.43%,-3.34%,1.01%,-17.05%,16.66%,46.57,-0.07%,-0.84%
192,FOXA,Fox Corporation,Communication Services,Entertainment,USA,17469.6,12.31,33.45,-0.86%,2604121,10.35,1.18,1.22,1.56,4.3,10.73,-41.50%,-5.99%,-0.90%,10.40%,7.10%,1.49%,6.70%,13.20%,10.60%,3.4,2.9,0.62,0.0,36.60%,18.20%,10.50%,2/8/2023 8:30:00 AM,541.0,430.53,0.20%,-6.47%,,-1.08%,6.22%,9.25,2895.88,-0.65%,-3.04%,8.43%,6.06%,-13.48%,10.14%,1.51%,2.19%,2.7,0.9,0.86,0.74,0.44%,-2.80%,2.21%,-16.63%,19.40%,47.14,0.24%,-1.10%
193,FRC,First Republic Bank,Financial,Banks - Regional,USA,2458.48,1.7,14.03,4.39%,23019504,3.8,,0.43,0.19,0.41,,7.50%,87.56%,12.60%,,18.50%,7.70%,0.80%,11.50%,28.20%,,,0.09,0.09,,82.60%,26.30%,4/24/2023 4:30:00 PM,184.0,181.39,0.20%,0.00%,97.20%,0.98%,4.96%,0.28,31774.29,2.48%,-87.80%,-88.35%,-90.02%,-91.22%,-88.49%,6.69%,35.28%,2.7,0.72,1.01,6.01,-45.44%,-84.29%,-88.81%,-91.80%,21.79%,19.24,4.47%,-0.07%
